LIBRARY_VERSION:1.0
COUNT:881
ENTRIES:
/home/duong/Music/000/000709.mp3|000709.mp3|.mp3|0|721504
/home/duong/Music/013/013709.mp3|013709.mp3|.mp3|0|604938
/home/duong/Music/001/001075.mp3|001075.mp3|.mp3|0|720947
/home/duong/Music/000/000694.mp3|000694.mp3|.mp3|0|601023
/home/duong/Music/012/012352.mp3|012352.mp3|.mp3|0|961110
/home/duong/Music/010/010447.mp3|010447.mp3|.mp3|0|961092
/home/duong/Music/018/018159.mp3|018159.mp3|.mp3|0|960064
/home/duong/Music/001/001443.mp3|001443.mp3|.mp3|0|720626
/home/duong/Music/000/000574.mp3|000574.mp3|.mp3|0|901148
/home/duong/Music/011/011781.mp3|011781.mp3|.mp3|0|721000
/home/duong/Music/001/001682.mp3|001682.mp3|.mp3|0|961210
/home/duong/Music/016/016339.mp3|016339.mp3|.mp3|0|721014
/home/duong/Music/016/016821.mp3|016821.mp3|.mp3|0|706224
/home/duong/Music/011/011334.mp3|011334.mp3|.mp3|0|961205
/home/duong/Music/012/012059.mp3|012059.mp3|.mp3|0|961106
/home/duong/Music/011/011768.mp3|011768.mp3|.mp3|0|720998
/home/duong/Music/009/009511.mp3|009511.mp3|.mp3|0|961117
/home/duong/Music/016/016994.mp3|016994.mp3|.mp3|0|720998
/home/duong/Music/010/010192.mp3|010192.mp3|.mp3|0|721048
/home/duong/Music/007/007713.mp3|007713.mp3|.mp3|0|481122
/home/duong/Music/014/014745.mp3|014745.mp3|.mp3|0|961147
/home/duong/Music/001/001681.mp3|001681.mp3|.mp3|0|961209
/home/duong/Music/001/001270.mp3|001270.mp3|.mp3|0|480906
/home/duong/Music/017/017607.mp3|017607.mp3|.mp3|0|961191
/home/duong/Music/011/011299.mp3|011299.mp3|.mp3|0|520332
/home/duong/Music/013/013328.mp3|013328.mp3|.mp3|0|1201265
/home/duong/Music/014/014740.mp3|014740.mp3|.mp3|0|961994
/home/duong/Music/017/017782.mp3|017782.mp3|.mp3|0|721040
/home/duong/Music/018/018876.mp3|018876.mp3|.mp3|0|481096
/home/duong/Music/014/014391.mp3|014391.mp3|.mp3|0|601455
/home/duong/Music/019/019417.mp3|019417.mp3|.mp3|0|1201284
/home/duong/Music/012/012481.mp3|012481.mp3|.mp3|0|961963
/home/duong/Music/004/004096.mp3|004096.mp3|.mp3|0|960826
/home/duong/Music/000/000897.mp3|000897.mp3|.mp3|0|960775
/home/duong/Music/017/017500.mp3|017500.mp3|.mp3|0|1201220
/home/duong/Music/012/012737.mp3|012737.mp3|.mp3|0|1202371
/home/duong/Music/002/002097.mp3|002097.mp3|.mp3|0|961568
/home/duong/Music/018/018124.mp3|018124.mp3|.mp3|0|1200914
/home/duong/Music/000/000676.mp3|000676.mp3|.mp3|0|960714
/home/duong/Music/005/005169.mp3|005169.mp3|.mp3|0|961986
/home/duong/Music/003/003906.mp3|003906.mp3|.mp3|0|961772
/home/duong/Music/000/000368.mp3|000368.mp3|.mp3|0|961094
/home/duong/Music/006/006783.mp3|006783.mp3|.mp3|0|1200939
/home/duong/Music/011/011918.mp3|011918.mp3|.mp3|0|481165
/home/duong/Music/006/006679.mp3|006679.mp3|.mp3|0|961855
/home/duong/Music/019/019412.mp3|019412.mp3|.mp3|0|1201283
/home/duong/Music/007/007383.mp3|007383.mp3|.mp3|0|721595
/home/duong/Music/011/011946.mp3|011946.mp3|.mp3|0|720614
/home/duong/Music/006/006675.mp3|006675.mp3|.mp3|0|961001
/home/duong/Music/009/009555.mp3|009555.mp3|.mp3|0|961944
/home/duong/Music/001/001702.mp3|001702.mp3|.mp3|0|961608
/home/duong/Music/011/011671.mp3|011671.mp3|.mp3|0|961179
/home/duong/Music/003/003921.mp3|003921.mp3|.mp3|0|961751
/home/duong/Music/011/011786.mp3|011786.mp3|.mp3|0|720982
/home/duong/Music/011/011867.mp3|011867.mp3|.mp3|0|1116710
/home/duong/Music/015/015540.mp3|015540.mp3|.mp3|0|1201164
/home/duong/Music/016/016744.mp3|016744.mp3|.mp3|0|721562
/home/duong/Music/009/009557.mp3|009557.mp3|.mp3|0|960794
/home/duong/Music/019/019760.mp3|019760.mp3|.mp3|0|1201229
/home/duong/Music/006/006857.mp3|006857.mp3|.mp3|0|721087
/home/duong/Music/005/005376.mp3|005376.mp3|.mp3|0|961213
/home/duong/Music/004/004037.mp3|004037.mp3|.mp3|0|961720
/home/duong/Music/000/000540.mp3|000540.mp3|.mp3|0|480813
/home/duong/Music/006/006370.mp3|006370.mp3|.mp3|0|962055
/home/duong/Music/019/019707.mp3|019707.mp3|.mp3|0|721556
/home/duong/Music/003/003920.mp3|003920.mp3|.mp3|0|960911
/home/duong/Music/011/011206.mp3|011206.mp3|.mp3|0|1202261
/home/duong/Music/004/004073.mp3|004073.mp3|.mp3|0|961189
/home/duong/Music/010/010682.mp3|010682.mp3|.mp3|0|962010
/home/duong/Music/007/007381.mp3|007381.mp3|.mp3|0|721641
/home/duong/Music/006/006606.mp3|006606.mp3|.mp3|0|960750
/home/duong/Music/007/007492.mp3|007492.mp3|.mp3|0|480791
/home/duong/Music/018/018146.mp3|018146.mp3|.mp3|0|600926
/home/duong/Music/000/000002.mp3|000002.mp3|.mp3|0|960738
/home/duong/Music/004/004235.mp3|004235.mp3|.mp3|0|961815
/home/duong/Music/012/012394.mp3|012394.mp3|.mp3|0|1202383
/home/duong/Music/017/017631.mp3|017631.mp3|.mp3|0|598485
